"docid"	"segmentid"	"text"	"ANNOTATOR1"	"ANNOTATOR2"	"MERGED"
"masc_letters_112C-L013.txt"	"1"	""	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L013.txt"	"2"	"Dear Friend:"	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L013.txt"	"3"	""	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L013.txt"	"4"	"What kind of people benefit by your contribution to Pleasant Run Children's Homes?"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_letters_112C-L013.txt"	"5"	"Little ones, like Baby Jessica, caught in the struggle between adoptive and birth parents."	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_letters_112C-L013.txt"	"6"	"Older kids, like Tracy and Kerry, left homeless"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_letters_112C-L013.txt"	"7"	"after a recent murder-suicide in Indianapolis claimed Mom and Dad."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L013.txt"	"8"	"Young adults, like Mary T., a jobless mother of three, trying desperately to keep her kids out of trouble in a crime-ridden neighborhood."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L013.txt"	"9"	"Real people!"	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L013.txt"	"10"	"There are thousands more."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L013.txt"	"11"	"Families are being torn apart,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L013.txt"	"12"	"and too often, children are the victims."	"STATIVE"	"BOTH"	"BOTH"
"masc_letters_112C-L013.txt"	"13"	"Kids like Tommie J., made a ward of the court because of repeated beatings by an alcoholic father;"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L013.txt"	"14"	"Alice, sent to a group home to get help because of severe behavior disorders;"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L013.txt"	"15"	"and John H., a recovering alcoholic, rebuilding a relationships with his family"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L013.txt"	"16"	"so they can live together again."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L013.txt"	"17"	"Pleasant Run Children's Homes began serving children nearly 130 years ago."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L013.txt"	"18"	"Then the task was to help children"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L013.txt"	"19"	"who lost parents in the Civil War."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L013.txt"	"20"	"Today, we serve children and families with a multitude of problems: emotional, physical, psychological and sexual abuse."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L013.txt"	"21"	"Some come from families"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_letters_112C-L013.txt"	"22"	"where, through therapy, there is hope for reunification."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L013.txt"	"23"	"For others, ""families"" are the counselors are housemates at the group homes"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L013.txt"	"24"	"where they live."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L013.txt"	"25"	"The biggest tragedy is that the problems don't go away;"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L013.txt"	"26"	"they only grow."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L013.txt"	"27"	"In 1994 Pleasant Run served 346 children and 125 families."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L013.txt"	"28"	"In 1995 we will serve over 850 children and 340 families."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L013.txt"	"29"	"In 1996, these figures will triple."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L013.txt"	"30"	"The children and families who come to Pleasant Run are given the opportunity to become happy, loving, and productive members of our society."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L013.txt"	"31"	"They welcome the chance to belong, to become self- sufficient, to regain their self-esteem and confidence."	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_letters_112C-L013.txt"	"32"	"Often it is a long, hard struggle,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L013.txt"	"33"	"but the results are well worth it."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L013.txt"	"34"	"For Pleasant Run to continue to serve abused and neglected children and their families,"	"DYNAMIC"	"NONE"	"NONE"
"masc_letters_112C-L013.txt"	"35"	"we need your support."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L013.txt"	"36"	"The Funding sources are shrinking,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L013.txt"	"37"	"but the needs grow explosively."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L013.txt"	"38"	"Please ""help good kids get better"" by sending us a contribution today."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L013.txt"	"39"	"Your gift will give children and families hope for improved tomorrows."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L013.txt"	"40"	""	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L013.txt"	"41"	"Sincerely, Mary Roth"	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L014.txt"	"0"	"June 26, 1995"	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L014.txt"	"1"	""	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L014.txt"	"2"	"Dear Friend:"	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L014.txt"	"3"	""	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L014.txt"	"4"	"This is not newsletter."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L014.txt"	"5"	"It is a fund-raising appeal."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L014.txt"	"6"	"But there's no reason"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L014.txt"	"7"	"why we shouldn't share good news at the same time."	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_letters_112C-L014.txt"	"8"	"Federal, state and local governments are freezing or withdrawing much-needed funding sources for people"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L014.txt"	"9"	"who are truly in need."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L014.txt"	"10"	"In spite of that, Pleasant Run Children's Homes, with the help of hundreds of volunteers and others who really care,"	"NONE"	"STATIVE"	"NONE"
"masc_letters_112C-L014.txt"	"11"	"continues to make a significant impact on the futures of families and kids in need of help."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L014.txt"	"12"	"We all hear about today's increases in neglect, abuse and abandonment of those"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L014.txt"	"13"	"who can't fight back: children."	"DYNAMIC"	"STATIVE"	"BOTH"
"masc_letters_112C-L014.txt"	"14"	"Yet few of us hear enough about kids"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L014.txt"	"15"	"who live through these adversities"	"DYNAMIC"	"STATIVE"	"BOTH"
"masc_letters_112C-L014.txt"	"16"	"and do make the grade."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L014.txt"	"17"	"The positive side."	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L014.txt"	"18"	"These are special children."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L014.txt"	"19"	"They come into a Pleasant Run program..."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L014.txt"	"20"	"whether it's for therapeutic help in their own homes"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L014.txt"	"21"	"(which nurtures whole families), through foster care families or in the familial surroundings of our residential homes."	"NONE"	"DYNAMIC"	"NONE"
"masc_letters_112C-L014.txt"	"22"	"For some, it's a matter of weeks or months;"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L014.txt"	"23"	"for others, it's years."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L014.txt"	"24"	"They leave Pleasant Run, generally, ready and able to contribute to society."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L014.txt"	"25"	"We're proud of our children and all"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L014.txt"	"26"	"that they overcome."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L014.txt"	"27"	"We are a not-for-profit, multi-service agency."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L014.txt"	"28"	"We wouldn't exist"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L014.txt"	"29"	"if the need weren't there."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L014.txt"	"30"	"The numbers of children who deserve our services are rising... as quickly as our programs can grow to serve them."	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_letters_112C-L014.txt"	"31"	"Please help us help them."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L014.txt"	"32"	"Pleasant Run Children's Homes... ""where good kids get better."""	"NONE"	"DYNAMIC"	"NONE"
"masc_letters_112C-L014.txt"	"33"	""	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L014.txt"	"34"	"Sincerely, Mary Roth Tom Hirschauer"	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L015.txt"	"0"	"Dear Friends of Pleasant Run:"	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L015.txt"	"1"	""	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L015.txt"	"2"	"The holiday season is the time of year"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L015.txt"	"3"	"when we're all busy buying gifts,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L015.txt"	"4"	"baking goodies,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L015.txt"	"5"	"decorating our homes"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L015.txt"	"6"	"and making arrangements to be with family and friends."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L015.txt"	"7"	"This is the time of year"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L015.txt"	"8"	"when we give thanks for the warmth and love"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L015.txt"	"9"	"that surrounds us."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L015.txt"	"10"	"And this time of year is an occasion to remember those not as fortunate as we are."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L015.txt"	"11"	"Pleasant Run cares for at-risk children and families."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L015.txt"	"12"	"We do this through a wide range of programs"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L015.txt"	"13"	"including community- based, therapeutic foster care, group homes and our treatment center."	"STATIVE"	"NONE"	"NONE"
"masc_letters_112C-L015.txt"	"14"	"Many of the children are victims of abuse"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L015.txt"	"15"	"or live in unstable homes."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L015.txt"	"16"	"Today we are asking you to take a few minutes to consider making a contribution to Pleasant Run to help the 1,500 children families"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L015.txt"	"17"	"we care for."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L015.txt"	"18"	"Many of the children have no homes; no memories of joy from past holidays."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L015.txt"	"19"	"Others are from families"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L015.txt"	"20"	"that are struggling to provide a healthy, happy environment"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L015.txt"	"21"	"but don't have the resources to make it possible."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L015.txt"	"22"	"Your contribution will make a difference in a child's life."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L015.txt"	"23"	"It may help a family stay together."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L015.txt"	"24"	"It can certainly make happy holiday memories."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L015.txt"	"25"	"A gift to Pleasant Run means"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L015.txt"	"26"	"the children in our care will have presents to open."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L015.txt"	"27"	"A gift means"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L015.txt"	"28"	"a family will have a holiday meal,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L015.txt"	"29"	"cooking utensils to prepare the meal"	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L015.txt"	"30"	"and dishes to serve it on."	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L015.txt"	"31"	"Your gift will go beyond the holiday season."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L015.txt"	"32"	"It can help purchase clothing, school supplies, books and educational tools throughout the year."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L015.txt"	"33"	""	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L015.txt"	"34"	"Please take a few minutes to mail a donation to Pleasant run."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L015.txt"	"35"	"Let our families and children know"	"DYNAMIC"	"STATIVE"	"BOTH"
"masc_letters_112C-L015.txt"	"36"	"that you want them to have the same kinds of memories of the holidays"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L015.txt"	"37"	"you will have."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L015.txt"	"38"	"We wish you and your family a new year full of joy and love."	"DYNAMIC"	"STATIVE"	"BOTH"
"masc_letters_112C-L015.txt"	"39"	""	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L015.txt"	"40"	"Sincerely, Mary Roth Executive Director"	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L016.txt"	"0"	"It's hard to believe"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L016.txt"	"1"	"that the holiday season is only two months away."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L016.txt"	"2"	"At Pleasant Run, Inc. we are making plans and arrangements for our children and families."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L016.txt"	"3"	"Every year we seek companies, organizations and individuals to sponsor one or more of our families."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L016.txt"	"4"	"These families are participants in our community-based programs."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L016.txt"	"5"	"These programs focus on keeping the family together by providing counseling and other services to the entire family."	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_letters_112C-L016.txt"	"6"	"After our caseworkers meet with these families and their children"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L016.txt"	"7"	"they often find"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L016.txt"	"8"	"they lack even the basic necessities such as cooking utensils, beds, cleaning supplies, etc."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L016.txt"	"9"	"We meet these needs immediately."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L016.txt"	"10"	"But, the holiday season is a particularly difficult time for these families."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L016.txt"	"11"	"They do not have the resources necessary to purchase gifts or food for a holiday meal."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L016.txt"	"12"	"We are asking you to consider sponsoring one of our families for this holiday season."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L016.txt"	"13"	"If you are interested"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L016.txt"	"14"	"and would like more information, please contact Lisa Lusk or Marcia Whited at 693-9222."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L016.txt"	"15"	"We would like to have families matched with sponsors non later than xxxx."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_112C-L016.txt"	"16"	"Thank you for considering this opportunity to make this a memorable holiday season for a family in need."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_112C-L016.txt"	"17"	""	"NONE"	"NONE"	"NONE"
"masc_letters_112C-L016.txt"	"18"	"Sincerely,"	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL017.txt"	"0"	"June 1, 1998"	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL017.txt"	"1"	"BOYS & Girls Club OF INDIANAPOLIS"	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL017.txt"	"2"	""	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL017.txt"	"3"	"Dear Friend,"	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL017.txt"	"4"	"It's summertime,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL017.txt"	"5"	"so it must be time for CAMP!"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL017.txt"	"6"	"Yes, it's that time of the year -- the start of the Boys & Girls clubs of Indianapolis' Camp."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL017.txt"	"7"	"Six weeks of learning and exploring, sports, arts, and fellowship."	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL017.txt"	"8"	"A time for a youngster to enjoy the fun and benefits of residential camp living, dedicated staff and instruction, and a chance to make special friends."	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL017.txt"	"9"	""	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL017.txt"	"10"	"I know"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL017.txt"	"11"	"you're committed to ensuring"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL017.txt"	"12"	"today's children have safe, healthy, and positive summer experiences."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL017.txt"	"13"	"That's why I want you to learn more about the Super Summer Safari Camp."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL017.txt"	"14"	"At Super Summer Safari Camp, there are daily sports, nature, and arts activities."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL017.txt"	"15"	"In addition to the fun stuff, important life-skills such as self-esteem, leadership, and interpersonal cooperation are being developed."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_113CWL017.txt"	"16"	"Please read the enclosed brochure for more information on the wonderful Super Summer Safari Camp!"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_113CWL017.txt"	"17"	"It costs $225 to send one child to camp."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL017.txt"	"18"	"Many members of the Boys & Girls Clubs of Indianapolis can't afford to go to camp"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL017.txt"	"19"	"without financial assistance, and that's why we need you!"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL017.txt"	"20"	"Please make camp possible for all deserving Indianapolis children"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_113CWL017.txt"	"21"	"and send in a tax deductible contribution today in the enclosed envelope."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_113CWL017.txt"	"22"	"Consider sponsoring 1, 2, or 3 children."	"DYNAMIC"	"BOTH"	"BOTH"
"masc_letters_113CWL017.txt"	"23"	"No matter the size of the donation, please know"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL017.txt"	"24"	"that your gift will be appreciated"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL017.txt"	"25"	"and make a difference."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_113CWL017.txt"	"26"	""	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL017.txt"	"27"	"Sincerely, Richard Dickinson"	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL017.txt"	"28"	""	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL017.txt"	"29"	"P.S."	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL017.txt"	"30"	"You can make a difference in a child's life."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_113CWL017.txt"	"31"	"Sponsor a child at the Boys & Girls Clubs of Indianapolis' summer camp today!"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_113CWL018.txt"	"0"	"February 26, 1999"	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL018.txt"	"1"	""	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL018.txt"	"2"	"Dear ,"	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL018.txt"	"3"	""	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL018.txt"	"4"	"Kids today face overwhelming pressures, everything from trouble at home to gangs and drugs."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL018.txt"	"5"	"Youngsters often find themselves feeling alienated and alone."	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_letters_113CWL018.txt"	"6"	"That's where the Boys & Girls Clubs of Indianapolis come in."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL018.txt"	"7"	"We reach out to kids"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_113CWL018.txt"	"8"	"-- especially those from disadvantaged neighborhoods where the risks are highest."	"NONE"	"STATIVE"	"NONE"
"masc_letters_113CWL018.txt"	"9"	"We give them a chance to realize their own potential by giving them a place"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_113CWL018.txt"	"10"	"where they can develop a sense of competence, of usefulness, a sense of belonging and of influence."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_113CWL018.txt"	"11"	"To accomplish this,"	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL018.txt"	"12"	"the five area Boys & Girls Clubs of Indianapolis must be open and available"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL018.txt"	"13"	"when the kids need them, with the staff and programs"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL018.txt"	"14"	"the kids need to reach and grow into responsible and caring citizens."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL018.txt"	"15"	"This costs money."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL018.txt"	"16"	"Money for programs, for equipment, and for repairs and improvements to club facilities."	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL018.txt"	"17"	"Your contribution last year of helped us get"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_113CWL018.txt"	"18"	"where we are today."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL018.txt"	"19"	"We are counting on you"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_letters_113CWL018.txt"	"20"	"now to help us get"	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL018.txt"	"21"	"where we need to be tomorrow."	"NONE"	"STATIVE"	"NONE"
"masc_letters_113CWL018.txt"	"22"	"Would you please consider a gift of the same in 1999?"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL018.txt"	"23"	"Please, give generously."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_113CWL018.txt"	"24"	"The kids are depending on you."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_113CWL018.txt"	"25"	""	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL018.txt"	"26"	"Respectfully, James Campbell President of the Board Deputy Chief, Indianapolis Police Department"	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL018.txt"	"27"	"A United Way Agency"	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL018.txt"	"28"	""	"NONE"	"NONE"	"NONE"
"masc_letters_113CWL018.txt"	"29"	"Please detach and return in the enclosed envelope."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_114CUL057.txt"	"0"	"Come one, Come all to the Inaugural Jameson Grill"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_114CUL057.txt"	"1"	"The only fund raising event in the world"	"STATIVE"	"NONE"	"NONE"
"masc_letters_114CUL057.txt"	"2"	"where you can bring your entire family, other employees, or maybe even your neighbors."	"NONE"	"DYNAMIC"	"NONE"
"masc_letters_114CUL057.txt"	"3"	"Saturday, September 20,1997, from 2:00 p.m. until 7:00 p.m., marks a special day,"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_letters_114CUL057.txt"	"4"	"as Jameson Camp will hold its first ever Jameson Grill."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_114CUL057.txt"	"5"	"A fund raiser dedicated to you and your family having fun!!"	"NONE"	"DYNAMIC"	"NONE"
"masc_letters_114CUL057.txt"	"6"	"For this event, when you purchase a corporate picnic table,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_114CUL057.txt"	"7"	"you will be able to bring 16 people."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_114CUL057.txt"	"8"	"(and if you need room for a couple of more,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_114CUL057.txt"	"9"	"we can swing that too!)"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_114CUL057.txt"	"10"	"The Grill will feature enough activities"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_114CUL057.txt"	"11"	"that you and your kids will have a tough time"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_114CUL057.txt"	"12"	"deciding"	"NONE"	"DYNAMIC"	"NONE"
"masc_letters_114CUL057.txt"	"13"	"what to do."	"NONE"	"NONE"	"NONE"
"masc_letters_114CUL057.txt"	"14"	"From basketball, kickball, volleyball, archery, crafts, an egg toss, and even a walk through our creek,"	"NONE"	"NONE"	"NONE"
"masc_letters_114CUL057.txt"	"15"	"you will have plenty to do to get you good and hungry."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_114CUL057.txt"	"16"	"Hungry, you bet!"	"NONE"	"DYNAMIC"	"NONE"
"masc_letters_114CUL057.txt"	"17"	"We'll prepare a hog roast and hot dogs for the kids, with all the fixings."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_114CUL057.txt"	"18"	"In addition, we will have soft drinks and a raffle,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_letters_114CUL057.txt"	"19"	"so that you can walk home with a great prize!"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_letters_114CUL057.txt"	"20"	"The Jameson Grill has been designed to be nothing but fun for you, your family, employees, and maybe even your neighbors."	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_letters_114CUL057.txt"	"21"	"Join in this wonderful event"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
